30,-115.8086643,42.36047878
31,-114.8434098,40.67447211
32,-113.8781553,38.98846544
33,-112.9129008,37.30245876
34,-111.9476463,35.61645209
35,-110.9823918,33.93044542
36,-110.0171373,32.24443874
37,-109.0518828,30.55843207
38,-108.0866283,28.8724254
40,-116.2458205,43.12405804
41,-117.1452687,43.04597509
42,-118.1922009,41.24777644
43,-119.2391332,39.44957779
44,-120.2860654,37.65137914
45,-121.3329976,35.85318049
46,-122.3799299,34.05498184
47,-123.4268621,32.25678319
48,-124.4737943,30.45858454
49,-125.5207266,28.66038589
50,-126.5676588,26.86218724
51,-126.3450623,24.26328394
52,-125.2914225,26.07300343
53,-124.2377827,27.88272291
54,-123.1841429,29.6924424
55,-122.1305031,31.50216188
56,-121.0768633,33.31188136
57,-120.0232235,35.12160085
58,-118.9695837,36.93132033
59,-117.9159439,38.74103982
60,-116.8623041,40.5507593
61,-118.9869727,42.86391809
62,-119.9331941,41.23869925
63,-120.8794155,39.61348041
64,-121.8256368,37.98826158
65,-122.7718582,36.36304274
66,-123.7180796,34.7378239
67,-124.664301,33.11260506
68,-125.6105223,31.48738622
69,-126.5567437,29.86216739
70,-126.5622013,28.36217732
71,-126.5132835,41.80705579
72,-126.5205269,39.81624106
73,-126.5277703,37.82542632
74,-126.5350136,35.83461159
75,-126.542257,33.84379685
76,-126.5495003,31.85298212
77,-120.8748942,42.64623803
78,-122.7589005,42.39749033
79,-124.6384906,42.11774411
80,-125.1187862,35.48676541
81,-124.5572437,37.45366285
82,-122.2026337,40.79467545
83,-124.0335087,39.60279367
84,-128.014282,41.53534924
85,-128.021697,39.4973802
86,-128.0291119,37.45941115
87,-128.0365268,35.42144211
88,-129.5153555,41.24304859
89,-129.5222502,39.34805424
90,-129.5291449,37.45305989
91,-129.5360397,35.55806554
92,-129.5429344,33.66307119
93,-129.5498291,31.76807684
94,-129.5567238,29.87308249
95,-128.8114552,28.5713242
96,-134.7253157,40.06646095
97,-134.7295291,38.90840418
98,-133.6949681,37.10133984
99,-132.660407,35.2942755
100,-131.6258459,33.48721116
101,-130.5912849,31.68014682
102,-131.2581023,40.87765703
103,-132.994859,40.48543635
104,-132.7941536,38.89302233
105,-132.3059414,37.29080718
106,-131.1217864,39.16203343
107,-130.9249144,37.42075014
108,-131.1942688,35.59435281
109,-135.3080899,39.91897453
305,-120.0021717,13.18417807
306,-121.0593201,15.03069572
307,-122.1164685,16.87721336
308,-123.173617,18.72373101
309,-124.2307654,20.57024865
310,-125.2879138,22.4167663
312,-116.9772615,13.60197594
313,-115.9894134,15.29869254
314,-115.0015652,16.99540915
315,-114.0137171,18.69212576
316,-113.025869,20.38884236
317,-112.0380209,22.08555897
318,-111.0501727,23.78227558
319,-110.0623246,25.47899218
320,-109.0744765,27.17570879
321,-118.4914491,13.40651592
322,-116.9302548,37.42740442
323,-118.8227771,33.896704
324,-115.9197149,39.12669084
325,-123.6063328,25.38734849
326,-117.8757272,35.65861076
327,-121.598023,28.65831092
328,-120.6228913,30.36614048
329,-122.5933311,26.98018219
330,-119.6616591,32.06971785
331,-115.8819033,36.17915537
332,-123.9937444,23.54895679
333,-117.5692807,32.90618654
334,-114.9648205,37.71712715
335,-122.0470433,24.28376828
336,-116.6098921,34.48579844
337,-119.9528891,27.63541772
338,-119.0928688,29.27241272
339,-120.9776401,25.990935
340,-118.0659684,30.85388589
341,-114.3949504,35.79435048
342,-122.8263196,21.58504231
343,-116.4493077,31.70195486
344,-121.4223562,22.42051187
345,-115.1401956,33.41769335
346,-120.2286239,23.58637367
347,-119.2855882,25.05798437
348,-118.2499397,26.72066624
349,-117.2085618,28.66209071
350,-115.6364624,30.13005741
351,-113.416617,34.35717599
352,-121.5820508,19.7222643
353,-120.1255265,20.89150687
354,-114.1919373,31.62207608
355,-118.8446404,22.28662312
356,-112.5973293,32.80853463
357,-116.7218436,25.53104151
358,-115.700967,27.1958705
359,-117.7425871,23.86107096
360,-114.4773703,28.7066668
361,-120.2078413,17.89826347
362,-113.1447887,30.13396404
363,-118.7017499,19.33278838
364,-117.3968835,20.94464149
365,-111.6328982,31.31025383
366,-116.2425296,22.60679806
367,-115.1945271,24.28909044
368,-114.174017,25.93074462
369,-113.0824119,27.46368051
370,-118.597851,16.00638417
371,-112.0048682,28.84786663
372,-110.6209707,29.89318866
373,-117.0803365,17.93902351
374,-115.8117569,19.71396952
375,-113.6345777,23.14993063
376,-112.6109458,24.83011167
377,-114.6823393,21.4417986
378,-111.5386841,26.49212007
379,-110.3031126,28.1978663
380,-115.1238288,13.80417806
381,-114.0867149,15.58551293
382,-113.049601,17.36684779
383,-112.0124872,19.14818265
384,-110.9753733,20.92951751
385,-109.9382595,22.71085238
386,-108.9011456,24.49218724
387,-107.8640317,26.2735221
388,-107.8560414,28.46965999
389,-113.295083,13.96397817
390,-112.2110557,15.82589093
391,-111.1270285,17.68780369
392,-110.0430012,19.54971644
393,-108.958974,21.4116292
394,-107.8749467,23.27354196
395,-107.8694892,24.77353203
396,-107.9077048,14.2073494
397,-107.9012975,16.03104749
398,-107.8947098,17.84167111
399,-107.8881221,19.65229473
400,-107.8815344,21.46291834
401,-111.5016061,14.08260133
402,-109.705618,14.16374486
403,-109.5912658,17.66897515
404,-109.9028627,15.89536874
405,-106.4078951,14.21496625
406,-106.40083,16.15682912
407,-106.3937648,18.09869199
408,-106.3866997,20.04055486
409,-106.3796345,21.98241773
410,-106.3725693,23.9242806
411,-106.3655042,25.86614348
412,-107.1202255,24.56984256
414,-107.2260662,27.36928444
436,-127.2056244,25.76642493
832,-99.52271598,13.91386961
833,-100.5931662,15.78362109
834,-101.6636163,17.65337257
835,-102.7340665,19.52312405
836,-103.8045167,21.39287553
837,-104.8749669,23.26262701
839,-104.9081806,14.19643611
840,-104.9013174,16.02013254
841,-104.8947298,17.83075616
842,-104.8881422,19.64137978
843,-104.8815545,21.45200339
844,-101.3152822,14.04554001
845,-103.1106323,14.13975005
846,-103.1994754,17.64571963
847,-102.9007925,15.86989282
848,-105.6202355,24.56438509
879,-128.0439417,33.38347306
880,-128.0513567,31.34550401
881,-128.0587716,29.30753497
882,-128.0661865,27.26956592
883,-127.3114651,28.56586665
